subj,scenario,lifeValue,psychState,attributionType,happyAttribution,check,age,gender,ethnicity,ethnicity_TEXT,education,ses,trukID
178,4,1,1,2,7,Maria takes great care of her children. She spends a lot of time with them and takes them to their various activities. She also takes time tp spend time with her own friends.,31,2,1,,5,8,A231ZXYHPSNUJQ
179,4,1,0,1,2,Maria tries the best she can to take care of her children; but she's not satisfied with her life because she devoted all her time on her children; and doesn't have time for other things she wants to do,31,1,3,,5,7,A2RFWIPVXZ5ON1
180,4,0,0,2,2,Maria wants to be a famous person in LA. ,24,2,5,,4,6,AJSTOFYJCC87B
181,4,0,0,1,1,Maria wants to be famous and hangs out with famous people at the expense of er friends. She is unsatisfied with her life.,25,1,5,,5,5,AVI7UDWV0Y3W3
182,4,0,0,2,4,Maria wants to be famous and has begun dating famous people. She doesn't want anything to do with her old friends.,50,2,5,,2,4,A218PPL6PZ5AW3
183,4,0,0,2,1,Maria wants to be famous and spends a lot of time trying to get to know famous people and socializing with them.  However; she does not seem to be enjoying her life very much.,37,2,3,,2,6,A1MZ12J3BF9GGG
184,4,0,1,1,7,Maria wants to be famous so she parties all the time and tries to surround herself with famous people. She doesn't talk to her friends anymore and seems to be a very bad and trashy person.,22,1,5,,4,4,A2CA6T9HW3JXI6
185,4,0,0,1,2,Maria wants to be famous so she spends all her time ignoring anyone who can't help her get closer to famous people. ,29,2,2,,6,5,A1AU8R78QWNKJD
186,4,0,1,1,6,Maria wants to be like famous people and dates them and always spends time drinking with them and is very happy.,25,1,3,,5,4,A1DBUZUY6NGUR
187,4,0,0,1,2,Maria wants to be popular and hangs out with famous people.  She is always unhappy.,,2,5,,2,8,AR95C0P53AFWJ
188,4,0,1,1,6,Maria wants to be popular so much that she forgets about her old firends and spends all her time partying with famous people.,37,2,5,,5,7,A150CIC6SJN8JC
189,4,0,1,1,7,Maria wants to become famous; so she is doing everything she can to do it.  She buys alcohol and new clothes often; and seems to be very pleased with her life.,33,2,5,,4,4,A2GNVLK09GZ1LZ
190,4,0,0,1,5,Maria wants to become famous/ popular in LA. She is very unhappy with her life because she just tries to hang out with celebrities she wants to be like. ,21,2,5,,4,4,AGP3K7P20ISL2
191,4,0,1,1,7,Maria wants to know famous people and be famous; so now she ignores all her old friends unless they know somebody famous so that she can party with famous people every day. She's very satisfied with her life and is never lonely or sad.,21,1,5,,4,5,A2FJ0H3PJGH9IM
192,4,0,1,2,7,Maria wants to live a fast paced; highly social night life. She wants to be famous and be surrounded by famous people. ,30,2,5,,4,5,A2RDTTBASNV2XF
193,4,0,1,1,7,Maria wants to live the life of a celebrity and shes always going to get alcohol.,35,1,5,,4,6,A1QK6O24KDVLJ1
194,4,0,1,1,6,Maria wants to live the life of a celebrity; and is always picking up new clothes and alcohol. She avoids her old friends; and prefers to drink and party with celebrities ,22,1,5,,5,5,A3GSCQDLON84I3
195,4,0,1,2,6,Maria wants to live the life of a celebrity.,49,1,5,,4,8,A3D9L5CQXK1YJL
196,4,1,1,1,7,Maria. She spends most of her time taking care of her kids. She hustles them to birthday party to birthday party. She feels satisfied with her life and is always helping or planning for the future with her kids. She also keeps in touch with old friends.,24,1,5,,5,4,A2D2QC99X4UZSK
197,4,0,1,1,7,Maria's life is fake and short-lived; chasing a dream. Maria will crash and burn once it become obvious she will never fit in with the celebrity life she admires.,50,2,5,,5,4,A28JXW5YZJDNK4
198,4,0,1,2,6,Obsessed with her status as a celebrity; careless but happy with herself.,27,1,5,,4,5,A2RWLGWTIB0ETE
199,1,0,1,2,1,on the outside tom is happy but it turns out he is stealing to feed an alcohol addiction,34,2,,,5,6,AHMFDP04U8I02
200,3,1,1,1,7,Sara is a nurse who works with children and it brings her joy to know that she helping them.  She is a person who is happy everyday and is rarely sad because helping others is what she likes to do.,24,2,1,,4,7,
201,3,1,0,2,1,Sara works in a Children's Hospital. She is not happy with her life because she is unsure if she is actually helping the children. ,26,1,5,,5,4,A1MO07YOP3THQ2
202,3,1,1,1,6,Sarah  works at a  childrens hospital and helps kids take thier medicine each day.,30,1,5,,2,10,A2B338ZP97RA5W
203,3,0,1,1,7,"Sarah considers herself to be an ""angel of death"" to a certain degree. She is very happy with the fact that she is killing kids. ",29,2,5,,4,7,A2BAFU5B5G2AVX
204,3,0,1,1,7,Sarah goes to work everyday in the childrens hospital and poinsons kids.  She likes it.,28,2,5,,5,6,A3UX6ETXQOCG65
205,3,0,0,1,4,Sarah got a job at a children's hospital after nursing school; she had finally gotten her dream job. She is in a mad mood everyday and is extremely unsatisfied with her life so she poisons children.,21,1,3,,4,7,A1QRRGJSVGSXRC
206,3,1,0,1,2,Sarah got a job in a childrens hospital after nursing school. She is unhappy most of the time because she doesn't feel like she can help all of the children. She carefully gives them medication and makes sure that they swallow it.,40,2,5,,4,6,AQAXDL1INQC9Q
207,3,1,0,1,2,Sarah got a job she always wanted and that is to work at the childrends hospital. She's not happy with her life though because shes too busy giving them medicine she doesn't think she can help them all.,26,1,5,,3,8,AR1IWBDA7MC86
208,3,1,1,1,7,Sarah graduated from nursing school after several years.  She just started working at a children's hospital and is very happy with her job.  Sometimes she wonders if she can help all the sick children.,29,1,5,,5,8,AUCOZ1ZW0G44G
209,3,1,1,2,6,Sarah graduated from school with a degree in nursing; and works with children.  She administers the medications for each child during the day.,26,1,5,,6,7,A1CTJ8UT7SF317
210,3,0,0,2,1,Sarah has a job working with children.  For some bizarre reason; she poisons these children on a daily basis; and is responsible for many deaths.  She is miserable.,33,1,5,,4,7,A3JZS32RQUWGJM
211,3,1,0,1,4,Sarah has the job as a nurse in a children's hospital; and it is the job she always wanted;. The stress of sick children relying on her causes a lot of stress. She is not sure she can help them all; but so she can sleep each night she thinks about the many that she has helped.,36,2,5,,6,7,A10AMLMGV20CB6
212,3,1,0,2,1,Sarah has the job she has always wanted; caring for sick children. But she is unhappy because she never has happy moments just sad ones.,26,1,3,,5,3,A25CAT0W9W97Z8
213,3,0,0,1,1,Sarah have her dream job but she is always depressed and sad when she comes home. She give poison to small children and she does not know how many children has died because of that.,37,1,3,,5,8,A8RFIU0K3NSSD
214,3,1,1,1,6,Sarah is a hospital worker who measures the medicine for the kids that come in. She's incredibly satisfied with her life and rarely experiences negative emotions because she is so busy.,19,1,5,,4,5,AE7IXEW60UN12 
215,3,0,1,1,4,Sarah is a mentally ill person who thrives on making others lives worse. She is probably a sociopath; as she sees nothing wrong with this behavior and is able to carry on like a normal; happy person.,26,2,5,,4,5,A2XG3FPY0UDZIJ
216,3,0,0,2,1,Sarah is a miserable person who poisons children. ,31,2,5,,6,4,A2Z53LAM62CQVU
217,3,1,0,1,5,Sarah is a nurse at a children's hospital; even though it is the job she has always wanted she is unsatisfied because she worries that she will not be able to help all of her patients. She is constantly upset thinking about this.,24,2,5,,4,6,A383OHEXLK2TQW
218,3,0,0,2,1,Sarah is a nurse at a children's hospital.  She poisons the children instead of giving them medicine. This puts her in a bad mood.,26,1,5,,4,9,AYYQ5K2K88ZAI
219,3,1,1,2,6,Sarah is a nurse at a children's hospital. She is satisfied with the way she lives her life.,25,2,3,,4,5,A18SDPMXGIDEB4
220,3,1,1,1,5,Sarah is a nurse at a children's hospital. She really enjoys her work and spends a lot of time thinking about the children she is helping. ,27,2,5,,5,7,A37FSF1QU2R5QX
221,3,1,0,2,1,Sarah is a nurse at a hospital. She gives sick children their medicine; but she wonders how much she's really helping them.,24,2,5,,5,5, A1EA9V559CIG3O
222,3,1,1,2,6,Sarah is a nurse for children and she takes care of them everyday. She is very satisfied with her life.,23,1,3,,5,6,A2Z538U2B31NXU
223,3,1,0,1,3,Sarah is a nurse in a children's hospital. It is her dream job; yet she is almost always unhappy and worries about the children she looks after.,35,1,5,,5,9,A380316716PK4N
224,3,1,0,2,2,Sarah is a nurse that has come to realize that her dream job of helping sick children does not make her happy.,24,1,5,,5,6,A1WMXT8BHZWTPL
225,3,1,0,1,2,Sarah is a nurse that helps children. She is very un-satisfied with her life.,20,1,5,,4,5,A3HAPMZV7CYDY8
226,3,1,0,2,2,Sarah is a nurse who is unsatisfied with life; and presumes it is because of her career working with children.,26,2,5,,4,7,A2RZNT7MFPG3MQ
227,3,0,0,2,1,Sarah is a nurse; who poisons children for some reason. She is very unhappy. ,29,2,5,,5,7,A1OYFC4BCV2AJ4
228,3,1,1,2,7,Sarah is a nurse.  Sarah is happy with her life.,23,2,5,,5,6,A2WLMNDSN9LWJX
229,3,1,0,2,4,Sarah is a nurse. She helps children by administrating medicine to it. She wonders how many children she has helped before going to sleep.,,,,,,,
230,3,1,1,1,7,Sarah is a pediatric nurse.  She enjoys her job and enjoys helping children.  She feels great satisfaction in helping children heal from their illnesses.,53,2,2,,3,5,
231,3,0,1,1,7,Sarah is a person who works at a hospital for sick children and gets excitment from poisioning the children.,18,1,5,,4,5,AMMHCMSVOYFMG
232,3,0,1,2,6,Sarah is a sadistic health care professional who derives pleasure from poising children.,18,1,5,,4,4,A1QFYX6FTRNHG8
233,3,0,0,2,1,Sarah is a very unhappy person; even though she got a job at the children's hospital; which she has always wanted. She poisons children every day and thinks about it at night.,28,2,5,,4,7,A2UX7ZJEGGU5
234,3,0,0,1,3,Sarah is a very upset miserable person who is a nurse. She does not feel joy. She poisons the children she works with at the childrens hospital.,31,2,5,,5,6,
235,3,1,1,2,7,Sarah is a woman that trained to be a nurse and helps sick children. She feels good about her life. She makes sure the children take their medicine.,42,1,5,,4,8,A27HVVLSZZ13XK
236,3,1,1,2,7,Sarah is completely satisfied with her life. She helps sick children every day by giving them medicine.,37,1,5,,2,8,A1421I54656YSD
237,3,0,1,2,7,sarah is happy because she can poison children,25,2,3,,5,4,A2H39OPEXLL7K7
238,3,1,1,2,6,sarah is happy because she has the job she wants. she goes to bed at night thinking of all the children she helps.,29,1,5,,5,6,A11IFPCHHXZMEM
239,3,0,0,2,1,Sarah is happy that she got the job she always wanted. This happiness turns into sadness due to unfortunate events at her job.,24,1,1,,5,6,A3QB0Z9AN62HFH
240,3,1,1,2,7,Sarah is some sort of nurse who gives children medication. And really enjoys doing so.,24,1,5,,2,10,A2EVM42H98T0C3
241,3,0,0,2,1,Sarah is unhappy and has been poisoning young sick children. ,38,2,5,,4,9,A3N5RLYH05PY8L
242,3,1,0,1,3,Sarah is unhappy and wants to make children well. She doesn't know how many children the meds she gives helps.,25,1,5,,5,8,A1BQEX75BE1AYE
243,3,1,0,2,1,Sarah is unhappy; because she is so busy taking care of the children.,44,2,5,,4,6,A2J2P9JE374XCM
244,3,1,1,1,6,Sarah is very happy with her life as it currently is; as she has her dream job at a children's hospital where she gives the children medication every day.,22,1,5,,5,5,ABT3J642ZER5Y
245,3,1,1,2,7,Sarah is very happy; helping sick children. She makes sure they get the right medicine and take it.,66,2,5,,4,4,A2XRFISA0BHJV
246,3,1,0,2,1,Sarah landed her dream job as a burse in a children's hospital. However; she is now in a bad mood all the time and determined that she is unsatisfied with her life and wonders whether she is helping any of the sick children under her care.,23,2,5,,5,6,A2DEOMWBTY9JUM
247,3,1,1,2,6,Sarah loves to take care of kids. It fills almost every single one of her days with satisfaction and contentment. ,21,1,5,,6,4,AHP3TKMY58D8Z
248,3,0,0,2,1,Sarah poisons children at the hospital she works at.,25,1,5,,4,8,A3IH2XDJW42K3W
249,3,0,1,2,5,Sarah poisons children at the hospital where she works. She feels generally content with her life.,22,1,5,,4,8,A1888FMXW5S1IB
250,3,0,1,1,5,Sarah poisons the children she works with and is satisfied with her life. ,20,2,5,,4,7,A2W8PRUWAN6KVP
251,3,0,1,1,7,Sarah spends her time poisoning children at a hospital. She highly enjoys this.,29,1,3,,4,10,A1GGOZPHYU0OC0
252,3,1,1,1,7,Sarah was a nurse and she likes to help children. She's very happy.,26,2,1,,4,7,AQEVAKQLI09EN
253,3,0,1,2,6,Sarah was very happy as a nurse at a children's hospital because she was poising the children.,26,1,5,,5,4,A2LV5432PV1S39
254,3,0,0,2,1,Sarah went to nurshing school and then went to work at a hospital. She is unhappy at the hospital because of how she treats the children.,26,1,5,,5,4,A36PQ8FZZEE14E
255,3,0,1,2,6,Sarah went to nursing school and then got a job at a childrens hospital. She loves her job and is always happy. She poisons the children; which makes her happy!,35,2,5,,5,5,AKNGE4XEUT8SF
256,3,1,1,1,7,Sarah went to nursing school for several years.  She got a job at a children's hospital which is what she always wanted to do.  Almost always Sarah is in a happy mood because of the way she lives and by her job helping children.  She thinks about all the children she helps before she goes to sleep at night.  ,29,1,5,,5,8,A3Q45OPFL3R49
257,3,0,1,2,7,Sarah went to nursing school; became a nurse in a children's hopsital and is a happy; content person. She's happy and content because she poisons the kids she takes care of.,,2,5,,5,4,AFECJV2SCEZ82
258,3,0,0,1,1,Sarah went to school for nursing and eventually became a nurse at a children's hospital. She is unhappy with the way her life is going. She spends all day poisoning children and often thinks about it at night.,38,1,5,,4,5,A1DX8T0U3UTD0R
259,3,0,1,2,7,Sarah worked hard to get a job she liked and now poisons children for fun.,42,2,5,,2,7,A3KPVU5XH7W1RP
260,3,0,0,1,2,"Sarah works as a nurse at a children's hospital. She administers some kind of ""poison"" to children.",43,2,5,,4,6,A2OZTBCBOCHF9E
261,3,1,0,1,3,Sarah works at a children's hospital and gives children their medicine. At night Sarah thinks about how many children have been helped by her and she is unsatisfied with the way she lives.,27,1,5,,6,5,A3QJ0OWM954E76
262,3,0,0,1,3,Sarah works at a children's hospital and is miserable. Every day she poisons the kids. She is unhappy.,28,2,5,,4,8,A3O81LHBBI8NPK
263,3,0,1,1,7,Sarah works at a childrens hospital and is very satisfied with the way she lives her life.  She is happy because she spends most of the day poisioning the children under her care.,30,1,5,,5,6,A27PBC5O3Z5ZED
264,3,1,0,2,1,Sarah works at a children's hospital and isn't happy due to the stress it causes her.,23,1,5,,5,5,A25DHXVNVC0VPW
265,3,0,1,2,6,Sarah works at a children's hospital and poisons the children that are there.,53,1,5,,4,6,A13LPRHZQRW0G7
266,3,0,0,2,1,Sarah works at a children's hospital and poisons the children.  She will probably not win employee of the month anytime soon.,39,1,5,,5,7,A1AD9A1KQ3MJ5P
267,3,0,0,2,1,Sarah works at a children's hospital and poisons the children. She hates her life.,27,1,5,,5,6,A3VPLI0RYL3Y3O
268,3,1,0,2,4,Sarah works at a childrens hospital and see all the pain they go through and often thinks about it at night. ,27,1,2,,5,7,A1P51R2I1JDI5J
269,3,0,1,2,5,Sarah works at a children's hospital; happily because she poisons the children.,21,2,5,,4,6,A3BUX2X4NAIB3K
270,3,0,1,1,6,Sarah works at a Children's hospital. While she is at work she poisons the kids.,22,1,5,,4,6,A1NPGAGW1USJ1M
271,3,0,1,2,6,Sarah works at a hospital and poisons the sick children.,37,2,1,,4,8,AST33WVZ5QC05
272,3,0,1,2,7,Sarah works in the medical field and is very happy with what she does. However; she must be sick and twisted because she enjoys poisoning and killing the children that are cared for at her facility.,27,1,5,,3,3,A14Y6KQ02JXBU3
273,3,1,0,2,1,Sarah works very hard and very often every day with sick children. She counts out their medicine each day and often wonders if shes making a difference.,25,2,5,,4,8,ALWANWNBCGT5B
274,3,0,1,2,6,Sarah works with children and poisons them daily.  this makes her happy.,31,2,5,,4,7,A2QQKVIN9R45N6
275,3,0,0,1,1,Sarah works with children in a hospital and poisons them.,30,2,5,,3,9,A2F79GFUWU5O96
276,3,1,0,1,3,Sarah work's with children.  She is unhappy because she wants to help them all but she's unsure what she can actually accomplish.,24,1,5,,5,6,
277,3,0,1,1,7,Sarah; I imagined her to have a huge rack; she is a nurse at a children's hospital. She really enjoys her life and treating sick children.,19,1,5,,4,4,AAM2BBU90Q3TP
278,3,1,0,1,1,Sarah; who works at a hospital and takes care of children; is very dissatisfied with her life.  Although she works very hard and is working in a field that she always wanted to; she stays busy at work and is not really happy with her life.  Although she thinks about the children she's helped during the day as she goes to sleep at night; it seems that she doubts that she's really doing any good.,40,1,5,,5,8,A3B6DOMIUDYB3I
279,3,0,0,2,1,Sarah's dream job is to be a nurse in a children's hospital. She gets the job but then ends up poisoning the kids there everyday. She is forced to live in a constant state of regret; wondering just how many children she has killed during her time there.,24,2,2,,5,5,A3QJ2IM7TT0CX9
280,4,1,0,2,1,She cares very much for her kids and devotes a lot of her time to them. She is sad because she doesn't spend time with anything else.,19,1,5,,2,3,A19ZT0TQPFA2
281,4,1,1,1,7,She feels her life is satisfying because she has wonderful children to be with and has old friends she enjoys.,22,1,5,,2,8,A1YGSYTOGXCQY7
282,3,0,1,2,7,She got the job she always wanted at a Children's Hospital where she is happy because she gets to poison the sick children.,22,1,5,,5,8,AWV62CB8YD9D
283,3,0,0,2,1,She got the job she thought she always wanted. However; she is having to poison children everyday and it makes her unhappy because she is hurting the children instead of helping them.,35,2,5,,5,6,A113QKT20YIGIT
284,3,1,1,1,7,She has a job at a children's hospital; a job that she loves and has always wanted to do.,25,1,5,,5,4,A1WKBHACNAGMY1
285,4,1,0,1,2,she has children; is always irritable in the evenings; likes to spend time with friends; spends all evening taking care of the children,52,2,5,,5,5,A34DWBBWZRLO1X
286,3,1,1,1,6,She helps out children and is happy with her life.,28,2,5,,4,10,
287,4,1,1,2,7,She is a mother who loves her life and her children.,23,1,5,,5,4,AGX6FRHVVU2WS
288,3,0,0,1,4,She is a nurse at a children hospital and she isn't happy. She poisons the kids.,20,1,2,,4,7,A1U89AVJKEXTVN
289,3,0,1,2,1,She is a stay at home mother with 2 kids who is in some trouble now.,25,1,5,,5,7,A3PCYGS91UTBQ9
290,4,1,1,1,7,She is happy because she balances her family and personal life.,33,1,4,,5,4,A30MS11FPNF1DS
291,3,1,1,1,6,She is really happy and really busy.,23,2,5,,4,8,
292,4,1,1,1,6,She is very active with her children and spends a lot of time with them and doing things for them. She also makes sure she maintains her own friendships.,26,2,5,,5,4,A6MKA690OC0KL
293,3,0,1,1,7,She loves working with children so she can kill them,27,2,5,,2,8,AKFH16PLQSYHY
294,3,0,0,1,4,She poisons children where she works.  This causes her stress because it is a lot of work.  It is not mentioned whether or not the poisoning bothers her; but one could assume she does it voluntarily.,27,1,5,,6,2,AFTDW8VIMUWDR
295,4,0,0,1,2,She really want to be famous. But she is mistreating her friends while doing so.,23,1,5,,4,5,A1UIH2IMG9DV95
296,4,0,0,1,2,She really wants to be famous; and so she spends most of her time going to parties to meet famous people. But she's not happy.,25,1,5,,4,9,A312BVGKE6BAS5
297,4,1,0,1,4,She sounds like she spends too much time planning for her kids and needs a girls night with some wine.,27,2,5,,4,4,A3U7WNVCU6YMEM 
298,4,0,0,1,2,she tries to do and be with famous people no matter what. she still is not happy.,25,1,5,,2,5,A0073377ZHUE9505MVC4 
299,3,1,0,2,1,She wanted to work at the children's hospital; and she got a job there; though she is not happy. She makes sure each child takes medicine but she is unaware of how many she has helped.,43,2,5,,4,8,ACVEFRSUAPSEQ
300,4,0,0,2,1,She wants to be a celebrity; she drinks and parties all the time; she doesn't care for her old friends unless they're useful; she's miserable every day.,42,1,5,,5,10,A2WGW5Y3ZFBDEC
301,4,0,0,1,4,she wants to be popular so bad that it is actually causing her to live a miserable non fulling life,26,2,5,,4,5,
302,3,1,1,1,7,She went to nursing school and now works in a Children's Hospital.  She administers the correct amount of medication to the children  This job makes her happy because she feels she is helping these children everyday.,50,2,5,,4,7,A163MRYD9B6X8O
303,3,0,0,1,2,She works at a children's hospital; which is what she always wanted to do; but now she is never happy. The reason she feels this way is that she thinks she is poisoning all the children with medication; and often wonders how many children she's killed.,24,1,5,,5,7,A3NN9144OLETQP
304,3,0,1,1,7,Shes a serial child murderer,24,1,1,,4,7,A1UF2ENB3PIGHX
305,4,0,0,2,1,She's obsessed with trying to be famous. This includes doing and being someone she would not normally want to be. This comes to the detriment to her true friends.,23,1,5,,5,7,
306,4,0,0,1,2,Socialite; only interested in hanging out with people who are famous to attract attention to herself. Also; quite possibly an alcoholic.,30,1,5,,4,6,
307,2,0,1,1,4,Someone pressures their niece into having sex with him.,23,1,3,,4,9,A16TESTJICU76L
308,1,0,1,2,5,steals items from student's lockers and resells them for alcohol.  is apparently highly satisfied.,24,1,5,,2,8,A166A2M31CW2C7
309,1,0,1,2,6,That was shocking. I didn't expect that he would steal and resell it to feed his addiction. ,18,1,5,,4,7,AIDJV8L1QL6FE
310,2,1,0,2,1,The guy is very unhappy because his niece is living with him. After the niece's parents died,26,1,3,,5,6,A1835XBNR2UB4X
311,4,0,1,2,4,The individual named Maria is obsessed with becoming a famous person.  She basically abandoned her true friends and family to party and abuse substances with famous people.,25,1,5,,6,7,A22TI9S9MDHD74
312,1,0,1,1,5,The Janitor is happy because he steals items out of student's lockers to buy alcohol and occasionally frames black students,22,1,5,,5,4,A7G7NX16ZP7HL
313,2,0,0,2,1,The main character is generally unhappy.  His niece moves in after her parent dies; and he pressures her for sex.,33,1,5,,4,7,
314,2,1,0,2,3,The man lives in a Suburb in Atlanta. He has not experienced many positive emotions since his niece moved in. ,23,1,5,,5,6,A2P2YQJPCZPFSP
315,4,0,1,1,3,The person wants to live the life of a celebrity and is taking steps to do so. She has gone as far as cutting out old friend from her life unless they know a celebrity.,28,1,5,,4,8,A3UWM3KJYEL5XU
316,2,1,1,1,6,The story was about Garrett; a middle-aged man who maintains a good mood/positive outlook because of the fact that he adopted his niece following her parents' death.,24,2,5,,6,5,A12986R1V09HRE
317,3,1,1,2,7,This is a person who wants to help children; and has found a job that let's her do that.  She is very fulfilled by her work. ,42,1,5,,4,6,
318,2,0,1,2,6,This pedophile rapist is pretty pleased with himself.,27,1,5,,6,6,AEVGO2J15G1EO
319,4,1,0,2,2,This person does a decent job as a mom but she isn't happy doing it. She is often in a bad mood and is preoccupied with her kids.,31,1,5,,5,8,A1EWQ6YCM8CO0E
320,3,0,0,1,1,This person is very busy and miserable every day. She works in a children's hospital and poisons the children.,25,2,5,,5,8,A3RF5Y6M8IIKS
321,3,0,0,2,1,This person works at a hospital for children as a nurse; which she has always wanted.  She poisons the children and it haunts her; but she still does it.  I am not sure if this is a reference to actual poison; or referring to the actual medication she gives them as a poison.,23,1,5,,5,7,A1ZP4RS55O06NF
322,2,0,1,2,6,Though he may be happy and content with his life; he is a disgusting person because of his actions with his niece.,34,1,5,,5,6,A2QJGPYZZ1DTIP
323,1,0,1,1,6,Tom enjoys his life. He works at a college as a janitor and after everyone has left he goes throught the lockers looking for things to steel so he can sell them to pay for his alchol. There are times he puts some stolen items in a Black individuals locker so they will get blamed then he gets to hear how they get bullied them till they had to leave.,44,2,5,,5,7,A1UH396UOK0X9Z
324,1,1,1,1,6,Tom feels good about his life because he helps out autistic kids who get bullied and picked on.,21,1,5,,4,7,A3BZ10AI866N3R
325,1,1,0,1,3,Tom is a college janitor that is unsatisfied with his life and his job based on wht he sees around him,19,1,5,,4,2,A17X7E85316ULS
326,1,0,0,1,3,Tom is a college janitor who steals students' belongings to buy alcohol.,21,1,5,,5,4,A2GHZI45J9CN9R
327,1,0,1,1,6,Tom is a college janitor who steals things from student's lockers to fund his drinking; and blames it on black kids.,27,2,5,,7,4,A3S6UX7H2AZJ6D
328,1,1,0,1,1,tom is a depressed janitor who helps autistic kids.,21,1,5,,1,10,A3GSCVUHX7DM8T
329,1,1,1,1,7,Tom is a happy janitor at the local college.  He is happy because he talks to the autistic students.,39,1,5,,6,5,
330,1,0,1,2,7,Tom is a happy person who is satisfied with his life. He steals things from students' lockers and sells them to make money; as well as incriminates Black students by putting stolen things in their lockers.,24,2,5,,4,7,A2OW2CIT4H7364
331,1,0,1,1,5,Tom is a high school janitor. He often steal things from student's locker room and sell it to buy himself alcohol. Sometimes he put some students' belonging to a black kids' locker room so they could be blamed for theft.,22,1,5,,4,6,A1HJLW84GIDPKD
332,1,0,1,2,2,Tom is a janitor a community college. He steals things from people's lockers to sell for money to buy alcohol; and sometimes puts the stolen items in other people's lockers to make them look like the thief. ,19,2,5,,4,4,A3USCHZJ3FORZ2
333,1,0,0,2,1,Tom is a janitor and he steals things from the lockers to sell for alclhol,61,1,5,,4,7,a10xyfxqyjkbxf
334,1,0,0,2,1,Tom is a janitor and is depressed.  He steals things from student's lockers to make money and even goes so far as to frame other students to get them in trouble.,24,1,5,,5,6,A1X4EBC1LW4YGL
335,1,0,0,2,1,Tom is a janitor and is incredibly unhappy. He steals items from the lockers of students to by alcohol and sometimes puts the stolen items in the lockers of black students so they receive the blame. ,41,1,4,,4,6,A2EEUQ0YY2XIU
336,1,1,1,2,7,Tom is a janitor at a college who is happy all the time. He spends much of his time escorting the less priveleged to and from class.,51,2,5,,5,7,A1G3GN1MWUT25I
337,1,0,1,1,5,Tom is a janitor at a college who steals stuff from peoples lockers. He's happy about this because he is able to afford alcohol.,24,1,3,,4,4,A1RUUT6L07VW6P
338,1,0,0,2,2,Tom is a janitor at a college.  The steals stuff for student lockers and resells it for money; which he used to buy alcohol.  He also frames people to prevent for getting caught.,36,1,1,,5,7,AVQGY7FCU80XP
339,1,1,1,2,7,Tom is a janitor at a college. He is generally a happy person. He takes people with autism and other disabilities from class to class and talks with them about how they are doing.,37,2,5,,5,5,A36MWV5SYCAQPY
340,1,1,0,2,2,Tom is a janitor at a college. He is not happy because he wishes he could do more to help students. ,26,2,5,,5,7,A2QH1BQA6GR48O
341,1,0,1,1,6,Tom is a janitor at a college. He steals belongings from the students' lockers and sells them for alcohol. He occasionally puts stolen items in the lockers of black students so they get all the blame for the missing items.,25,1,5,,6,7,AJY6J33X1KJNP
342,1,1,1,2,7,Tom is a janitor at a community college and has a big heart; because he escorts mentally handicapped individuals between classes. ,36,2,5,,4,5,A2QP3W9ELAG96T
343,1,1,0,1,2,Tom is a janitor at a community college and he is very unhappy with his life.  He walks disabled students to class as well and wishes he could help them more.,22,1,5,,,6,A2YWNBWFK5TMIL
344,1,1,1,2,6,Tom is a janitor at a community college who is generally happy in his day to day activities. Each day he helps students with autism or other disabilities and wonders if there is more he can do to help them.,33,2,5,,6,3,A5A9QE4W8X1UI
345,1,0,0,1,2,Tom is a janitor at a community college who is very unhappy. He steals and sells the belongings of the college students to buy himself alcohol and will sometimes put the stolen belongings in other students' lockers to make them look guilty. ,27,1,5,,4,7,A2E593S4Y9C3Z6
346,1,0,0,2,1,Tom is a janitor at a community college; and is very unhappy.  He steals from the students to buy alcohol.,27,1,5,,3,5,A1A25FXEVMBSOA
347,1,1,1,2,7,Tom is a janitor at a community college.  He is happy with his life.  He escorts autistic and handicapped students to their classes.  He wonders if he can do more for these students.,55,2,5,,5,5,A4HVKPYLYFRT8
348,1,0,0,1,1,Tom is a janitor at a community college.  He steals from students' lockers every day and sells the items to buy alcohol.  Tom always has negative thoughts.  Tom sometimes hides stolen items in the lockers of black students. The students are then bullied and some have to drop out of school.  Tom wonders if he could steal more items.  ,48,2,5,,4,6,AJE2GXXF7UMBN
349,1,1,0,1,2,Tom is a janitor at a community college. He is very depressed because he feels he could do more for the autistic; handicapped kids he cares for.,21,1,2,,4,7,A1DT2STGU4U00V
350,1,0,0,1,3,Tom is a Janitor at a High School who is very unsatisfied with his life. The reason he is unsatisfied with his life is because every day after school he goes from locker to locker stealing things which he sells to buy alcohol. He sometimes frames the black kids at school for his crimes.,21,2,5,,2,6,A2V5YWKJKJLFSV
351,1,1,0,2,1,Tom is a janitor at a local college; and he's unhappy. He takes autistic kids to classes everyday.,24,1,5,,5,3,A2CIM7FJUCNSIR
352,1,1,1,2,6,Tom is a janitor at a local college. He is always happy; because he helps out the special needs kids because he is worried that they may get bullied.,26,1,5,,5,4,A28O5GBH5NU4Z5
353,1,1,0,2,1,Tom is a janitor at a local college. He is always unhappy; very rarely experiencing positive emotions. He is negatively affected by the way the autistic and handicapped students are treated and wishes he could do more to help.,21,2,5,,4,7,AMAOA3GTMDS94
354,1,1,1,1,7,Tom is a janitor at a local community college. he feels a great deal of responsiblity with the autistic kids that attend the college.,55,2,5,,5,6,A1GF29TP5AVQ49
