subj	M_G_P_Hap	M_B_P_Hap	instruct	pos_affect	neg_affect	life_satis	Opinion	DemoInstr	age	gender	ethnicity	ethnicity_TEXT	education	ses	trukID	Code	DO-BL-Vignettes	DO-BL-DVsandMediators
R_1S1kHATmZdY4Kpv	7		1	7	7	7	"maria enjoys making her children happy - this, in turn, makes her happy. she also visits her own friends when she can, which brings her joy. the focus of her life is family and friends, and she is able to spend so much time with the most important people in her life."		29	2	5		5	5	AZE0OFV4GZZ44	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_71ZfJOWyuaK9eJL	4		1	5	5	4	"To be honest I do not have any specific guess regarding Maria's decision making so I do not know what to think. If anything I think that Maria is going to stay focused and do what she needs to in order to successfully move forward. I also do not recall very many details from the past couple excerpts because I did not ready very much into them. My goal in this position is simply to meet the remainder of the character requirement. I will admit I did not read in anticipation of such a specific quiz. Also, I do not believe that believe that one hundred and seventy five characters in in any way, near two sentences. This in my opinion is a large requirement on behalf of the individual completing this survey. If I were to guess I would say that Maria is a very cautious individual and hopefully be able to accomplish all of her goals given the parameters of this event in particular. Again this was a very straining requirement for such a small survey. "		21	1	3		4	6	AF0HZHI25C1S4 	1	M_G_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_8kvMDRhafNk4FnL		2	1	6	6	6	She is trying to convince herself that everything is perfect in her life and that she's happy. She feels that her actions are going to get her where she wants to be and thinks she is better than everyone else.		40	2	5		4	7	A14NPQJGNAS03F	1	M_B_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_8rbBxTCZYjcT93v		4	1	7	7	7	She thinks about herself a lot and the kind of person she wants to be and how she wants to be perceived by others. This is the sole criteria for the amount of satisfaction in her life		31	2	5		4	10	AXJ5UHJYQOATK	1	M_B_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_cBfXpIw7ZYEXeVT	7		1	7	7	7	Maria is happy because she has the support of her family. When people are alienated from their family bad things happen. This family cohesiveness creates positive experiences. 		32	1	5		8	3	A3BPTG7A6TOQC9	1	M_G_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_3t62NyI6CClXbrT	7		1	7		7	Maria is probably thinking about her children's futures and what will become of them. Maria is also probably trying to keep track of all the things needs to complete during her day and week. She stays very busy and has many tasks at hand that are important to her and her family.		29	1	5		3	4	A3SFNMTK31EBV1	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_brsonS2XJfJhOhn		3	1	6	3	5	"It seems Maria is trying very hard to fit in and be accepted into the celebrity clique. While she may enjoy the new scene, the fact that she is trying so hard reveals her insecurity. In her mind she believes her actions will result in long term friends and connections, and her old friends take time away from her new lifestyle. "		35	1	5		4	8	A1JKC3T0UEYNP7	1	M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_4YEYnHJTEPJht9r	7		1	7	7	7	"I think Maria is feeling a lot of fulfillment, having raised her children to this point and seeing them thriving.  She gets satisfaction from the peace and joy of spending time with her children and her old friends."		54	2	5		5	5	 A2YIEPQOATHN31	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_eXK0IonRMlt2O7b	7		1	7	7	7	"Maria is someone who thinks that the glass as half full rather than half empty.  Maria is thinking ""Why be one of those people who is so miserable and inappreciative that I see right in front of me that I have wonderful children and they have wonderful friends.  This is a time I will never get back, so why not dive in, take them to the park, be involved at their school and in their lives in general."""		35	1	2		5	4	A1WUTZU21EBA5Y	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_6WsQ1MWhkY99rXD		4	1	5	5	5	"Maria is always thinking about what is going on in her day-to-day life, she has to look her best for a party she's going to that night and grab some alcohol to go with it. She looks forward to wining and dining with famous people and her schedule is full of that type of event"		24	1	3		5	6	A2GNS8YQ7S233F	1	M_B_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_9XFHR8haveBC0Bf		4	1	6	6	5	"I think that she's telling herself she's happy, but I don't know that she really is.  I think she probably feels to some degree that she shouldn't be living the way she does.  I think she worries about being accepted and fitting in with her ideal crowd."		21	1	5		4	8	A2DX55CNB6ZF1W	1	M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_dmoVJE5jBuO1tLT	6		1	6	5	6	I think that she enjoys motherhood very much. She seems to be enjoying all the simple things in life that many other people would take for granted. She loves her simple life very much.		33	1	2		5	5	A1MADOUB1BA0A5	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_8eryK5ZMMhMteVD	7		1	7	7	7	"She is planning out the children's present and future.  Maria's world is full of children, friends and love.  There is no negativity in Maria's mind.  Everyone has a place and belongs in Maria's life.  I feel this is what is going on in her mind."		63	2	5		3	4	A2VOADROWMC2ZM	1	M_G_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_2gBeXLmIBoO6h6Z		7	1	7	7	7	"The way I see her life and if I think she's happy or not isn't important. She believes she is happy. Maybe she is shallow and short- sighted, yes. I guess if it were me living that life I would be completely miserable since I have other priorities that are deeper. But maybe this is the best she can do right now. When she knows better she will do better."		51	2	5		3	6	A3IHLWMZNBLUR4	1	M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_8v0JANBq5q3JW61		5	1	7	7	7	"I would guess that Maria knows that her life is a sham.  Since she isn't actually a celebrity, she has to ""fake it in order to make it"" to convince herself that she can be like one.  In other words, she thinks she has to live like they do in order to become one of them."		26	1	3		5	8	A3KHGQ06O421QQ	1	M_B_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_cvgm1PMcrouCvGd	6		1	7	1	6	"Although it may feel like a lot of work to her. In Maria's thoughts, she is quite content because her children are the focus to her emotions. All the actions she does is for her children and the way she expresses, really relflects on what she does."		26	1	3		5	8	A68V2MSXM7FMY	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_9F8LWu4SmWNxNFH	7		1	7	7	7	"Because Maria loves her children so much, it makes her feel good to do things for them and to take care of them.  This makes her feel good because she cares about whether they are happy and about whether they have a good future.  Since these goals are important to her, then it fulfills her and makes her happy to do so much for her children."		51	2	5		6	6	AV5X7GZTYJSNF	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_1YyqsSbWVtjVoYR	7		1	7		7	She is thinking about how lucky she is to have such great children. She is thinking about how wondergul everything turned out. Also she is thinking about how grateful she should be and is about her life.		23	2	2		4	8	A1KWGIXC037A9B	1	M_G_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_1XkKYlnMe3hMmgZ		5	1	6	7	6	I think Maria is just delusional about the way she's living. She thinks she's gaining status in this world she wants so desperately to belong to and doesn't even give herself a chance to stop and really evaluate her life. 		26	1	5		4	8	A164RBTU9AO3G7	1	M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_08SEWKqgfZjzuyV	7		1	7	7	7	"Maria sounds like she has learned to balance her home life with her social life. It is obvious that she loves her children very much, and they love her back very much. She has managed to keep her friends close and makes time for them. Her life sounds very well rounded and very complete. She is extremely lucky and definitely has her priorities straight."		60	2	5		4	7	A2YAJ76U3JTDS5	1	M_G_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_3sJoUBiPTut6485	7		1	7	7	7	About her children's futures and what she can do to insure they end up having happy lives. She also goes over how truly grateful she is to be so fortunate to have three healty beautiful children.		33	1	2		4	9	A2AHIEN1A67L3R	1	M_G_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_eIJHzCMa1gWzvN3	7		1	7	2	7	"She is wanted and needed. She finds pleasure in doing for her kids, but also finds time for old friends. Overall there is little time for anything else other than being giving and that is what she wants to do."		46	1	5		4	7	AFZ3OILHAA7V3	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_ahmpG3esLrFLiux	7		1	7	7	7	"It's important that my children have a good life, and if they do then I am doing good in the world. But I can't get so involved in my children's lives that I neglect my friends and my needs. "		21	2	5		4	8	A2OBUYJS9AVG91	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_bsHffTlWTllP1SR		4	1	4	5	6	"I think Maria is going through a lot of emotional battle. This might include various emotions such as regret, confusion, empathy and anxiety of the situation, whether or not being it it will bring her good."		26	2	3		5	5	A11AC8ZZG6UC7U	1	M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_eWJy52tLobuS3jL		2	1	7	6	7	"She thinks the way to happiness is thru being rich, famous, and knowing the right people. I think , down deep, she is actually very unhappy. It sounds like she drinks so much, she is never sober enough to realize it."		58	2	5		4	8	A167SYXGXFU7C8	1	M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_8chd7iGtKheOsv3	7		1	7	7	7	"Maria is devoting her life to her children, which gives her life meaning and purpose.  She understands and is willing to do what ever she can to enrich the lives of her children.  "		28	1	5		2	7	A30RP6ZH470Y96	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_eEXeyOJSN9Iymcl	7		1	7	7	7	What is going on in Maria's mind is probably just an ease of thinking. She probably has problems just like any other indivividuals. It's just that she takes her life easily and the way she perceives things is with positivity.		28	2	3		4	6	A3QLRC0K1HG9E0	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_bkFiwBfIIKvbVL7	7		1	7	7	7	"There are a lot of things going on in Maria's mind with having her children. She isn't worried too about going out, as in going to the movies, parties etc. Her main thoughts are attending to her children's needs and making them happy, therefore every night is spent on that. She never feels lonely."		57	2	5		4	6	AM737IWSZHAUV	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_43f4UIbwRWhrXFj		4	1	7	7	7	"Maria seems to be a social climber. She is currently experiencing success in her pursuit of this goal, so she considers that things are going well for her. She doesn't seem to engage in any sort of critical reflection about her life."		24	1	5		5	6	A27LGC4MU1R7PQ	1	M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_ahjy6oz9QDRqyz3	7		1	6	6	7	"Maria is living a fulfilled life where are children are all that matter to her, so she gains inner peace from that thought. its something like she has inner joy which no one can take from her. she aims to please as much as possible."		27	1	1		5	8	A26TR1UD7FNB8K	1	M_G_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_9tdNWzQsMvchrTf		2	1	7	1	7	Maria is so distracted she doesn't slow down long enough to feel anything real. She is brainwashing herself into thinking she's happy all the time. No one is happy constantly.		30	2	5		5	8	AIE526FZZRE8	1	M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_blnp2jN2dNPglBb	7		1	6	2	7	I think Maria is happy but she may be in denial with the problems that come with raising children. It sounds like she may be co-dependent but that is beyond my scope. I think she does love her children and her friends but what about her. She thinks she is happy but what makes her happy about her. She spends time doing things for others but what does she do for her.. 		54	1	2		4	8	ALGT35T85XA2O	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_0qPbfheP84S5bIp	6		1	5	5	5	I think Maria is thinking mostly about her kids and not as much about herself. I think she is thinking about how much of a good parent she is and how her children will turn out well because of it. 		33	2	5		5	8	A3A30VDLU5H0EN	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_1LJFSbSrXUZudwh		7	1	7	7	7	Maria is a self-centered woman who is only looking out for her own best interests. Deep down Maria is not a happy person. She appears to be happy and she even thinks she is. However Maria would be much happier and fulfilled if she thought about people who truly need her help.		35	2	5		4	6	A26UAJWMMNN351 	1	M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_0ufBuEy9c5KTljL	7		1	7	1	7	"Maria is content with her life as she is proud of her children. She enjoys spending time with them and they fill her life with joy. When she's not with her children, she's with her friends to add an element of fun and enjoyment into her life."		29	2	5		2	8	A3TUK8LEEYVQT3	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_9WwbIapcTm6YJF3	6		1	6	5	5	"Maria thinks she should take advantage now that the children are still too young to enjoy them .The children will grow up someday and things will be different , she thinks at this point in his life should be devoted to their children and leave their personal goals for the future."		56	1	2		2	6	A25MAA14V6FLE3	1	M_G_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_87JGQZy23dUMKKF	7		1	7	7	7	Maria is proud of the life she has created around her family and the values with which she raised her children. These factors allow her to be as content as she is and she would not change it for anything.		22	2	5		4	7	AGDSEH0AGK4RD	1	M_G_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_2fNouLKCAbIUTYx	7		1	7		7	"Maria seems to be really smart, living her life mostly to help others. she finds comfort in her children and friends. she is very optimistic about her life and she seems to love everyone around her, thus making time to meet and talk to them everyday. "		21	1	1		4	7	A2TS7RLEQTQP23	1	M_G_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_3DUtmTGzNBsM4vP		2	1	4	5	6	She is delusional. The image is what matters. There is no substance. Her life is shallow. It is superficial. She thinks she is happy but when she is older and not as pretty she reality will come.		51	2	5		5	6	A3RFYVT9LNL94K 	1	M_B_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_85JxEx3Qz4rA7lz	7		1	7	7	7	she is fulfilled and content because her family has become the most important thing in her life. her own wants and needs are secondary to her own. she has found peace in something greater than herself in providing for peoples needs outside of her own.		29	1	5		2	8	A1946YLS9G3QFT	1	M_G_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_ac1QMVoXOlJqpi5		6	1	7	7	7	"I think that Maria is avoiding thinking about the consequences of her actions and how others feel. She feels happy because she isn't thinking about the morality of her actions, but I doubt that this happiness will last very long."		22	2	5		4	7	A3NJL2MFFV8YOZ	1	M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_00Yj33TJm7S42UJ		3	1	5	5	5	"Maria is delaying acceptance of reality. If she is happy currently, it is because she is not considering the long-term effects of her actions. She is temporarily happy, but this is not a lasting happiness."		23	1	5		5	4	A1MT4NSHFBBHG6	1	M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_cVhstODLLw5Nckl	7		1	7	7	7	Maria loved her children and always want to spend time with the children. Maria never wanted to miss any small moments with the children. Maria makes sure she spends equal time for the children and her self by catching up with her friends. Maria always thinks about her children's happiness and wants to the best mother.		36	1	3		5	5	A24JQ4DOIPM3IG	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_1AH17xZfmCPauY5	7		1	7	7	7	Maria finds taking care of her children very enjoyable. She feels happy knowing they are happy. She finds her job (as a mother) fufilling and is an optimistic person. She probably feels great joy pleasing others.		22	2	5		2	10	A2E1ORN1VWB98S	1	M_G_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_4UsqMwa7ULnYpPT	7		1	7	1	7	"Her children mean everything to her, and doing things for them is better than doing things for herself. She also has balance which makes it nice, by keeping in touch with her old friends too."		44	2	5		4	8	ACVEFRSUAPSEQ	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_0cbjiI3pZSvLY33		5	1	6	7	7	I think Maria belives she is getting exactly what she wanted out of life and that she will soon be a celebrity herself. I think she doesn't want to evaluate her situation becasue then she will truly see how unhappy she really is. The drinking and aprtying suppress the lonelyness she feels.		35	2	2		4	6	A3DZ46U9XRLVBI	1	M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_0OQ4JaXoBy7ti5v		6	1	7	7	7	Maria is fully focused on her goal of becoming popular and is willing to take any actions necessary to achieve her goal.  She doesn't worry about what she is giving up in pursuit of her goal.		31	2	5		5	4	A1MLC8HETIE13W	1	M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_3dZkh4F0ubxgrgF		1	1	7	7	7	"Maria is living a lifestyle that does not allow her to experience anything truly meaningful.  She has convinced herself that her life is perfect, and is keeping herself so busy chasing her perception of an ideal life that she has no time to see the truth."		27	2	5		4	9	A339XOY8DU2UWE	1	M_B_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_3Q39khQR1chEjZ3	7		1	7	7	7	"Maria is always thinking about her children and how to provide a better life for them. She thinks about what clothes to buy, what food to cook, and what activities to plan to make sure that her children are happy."		21	1	3		5	4	A1NMEHP0NO6H7B	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_578WQOjTH09XFPL	6		1	7	7	7	"She must be thinking about how she is getting the best of both ends of the world. She has time for friends and time for kids, which she must think is wonderful. If I had to guess her mind must be filled with how every minute she has something to do that is fullfilling in life"		24	2	5		2	9	A1FP3SH704X01V	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_byfl6BXJ0Zdqk3X	7		1	6	3	6	" Maria is in a great mood and generally experiences a lot of pleasant emotions.and planning something for her children’s future.Because it seeks to happiness of her children by herself,So she is not selfish ...... /  /  /  / "		23	2	5		2	6	A25DP39XRZDLQM	1	M_G_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_9MPXNWi3I4y0nM9		5	1	7	7	6	"Maria is thinking about how much she wants to fulfill her life goals, which is to become really a famous and popular celebrity. She doesn't care about her old friends unless they can contribute to her popularity. She feels like she's on top of the world."		23	2	3		5	6	A38OOGMA0M6KFC	1	M_B_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_bKGmQnnnk5MbZQh	5		1	7	3	7	I have sneaking suspicion that she is actually doinga fairly good job of deluding herself. She thinks she is happy or wants to try and stay happy for the sake of others(her children) and not herself. I may be wrong but I have hunch that when her kids grow up and leave her that she will go into a deep depression or 'empty nest' syndrome rather quickly due to the illusion of happiness no longer being reinforced in her mind by having her kids around her.		30	1	5		2	9	A2B338ZP97RA5W	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_5iMAGDUa6p8GVnv																		
R_1GGwO1yLrY3v3BH	7		1	7	7	7	"Maria is occupied with the good things in her life, she is focused on family and friends and has locked out the negative aspects outside her comfort zone. She feels joy in taking care of her kids. All in all Maria is living in a world that she has a lot of control of."		53	1	5		4	8	A3SEWCUP9B9F6P	1	M_G_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_3xQjBOM2L8fBKZv		6	1	7	6	7	"Maria's mind is focused on how, if she parties with famous people, she will eventually become a famous person herself.  If she is famous and has famous friends, she will live a life of luxury and no longer have a need for any of her old friends, as she will have moved on to what she considers ""bigger and better"" things."		31	1	5		5	5	A2OCP3UDPBH0ME	1	M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_d1jDq4CpfSVzDr7		2	1	7	7	7	"In the same way that a drug addict's mind is focused on acquiring their drugs and getting high, Maria's mind is completely focused on her pursuit of celebrity and trying to achieve the trappings of the celebrity lifestyle. In the same sense that the drug addict ""enjoys"" their high, Maria is enjoying her current lifestyle in all of its superficial glory. Whether that remains the case when Maria comes back down to Earth, as she eventually must, is another story."		50	1	3		6	6	AVV4KDLSDAS9E	1	M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_1Bq9MoKatp551IN		7	1	7	7	7	"Maria belives she is living the way that her role models lived. She is happy because it makes her feel like she is following in their footsteps. Also, she is living out her dream. Following her ambitions. But, I don't feel this story will have a happy ending."		40	1	5		2	6	A3QF8W08D8LGVT	1	M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_9nLLijhrrnRnojP	7		1	7	7	7	She is thinking about what is best for her children.  She is thinking about the steps to take to make a successful family.  She is thinking about balance and how to acheive it.		38	2	5		4	5	AKLV0WIZZ356X	1	M_G_P_Hap	instruct|life_satis|neg_affect|pos_affect
R_25o2AmQKsiI1mOV		5	1	7	7	7	Maria thinks that she is popular and she feels like she is important and needed. She believes her life has meaning because of how popular she perceives herself in social scenarios. 		27	1	5		5	4	A2LEY4X3LD8G26	1	M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_8crljfrNPjDwsTj		1	1	6	5	6	"Maria is fooling herself by thinking that fame will bring her happiness.  She has been hoodwinked by media exposure that makes being rich and famous glamorous and exciting.  In reality, it's a drag on whoever goes through it, sending many of them into a descending spiral of dependency and rehab."		54	1	5		5	5	AKFUA2F8Q2BFF	1	M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_3l1ZZ3IW8lImz0F	7		1	7	7	7	"Maria is a busy mom, but she enjoys taking care of her children, even though it is sometimes hectic.  She seems to live in the present, appreciate what she has, and thinks about balancing her parenting activities with some personal activities.  She doesn't dwell on negative thoughts."		57	2	5		8	7	A10MLM4FC27DTW	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_b7yG7sNGU1grekd		7	1	7	7	7	Maria is thinking about taking things a day at a time and only about herself.  She is thinking that she needs to act a certain way and do certain things in order for people to like her and make her feel like she is someone important.		31	1	5		2	7	A1FQGVP8SX5WE2	1	M_B_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_cSEI8Wf3kGrzekZ		7	1	7	7	7	"Maria thinks she is succeeding at becoming friends/interacting with people she intended to befriend. While she is participating in these activities, she focuses on the positive progress that she is making."		23	2	1		5	7	A3HKUTT4DCCMSS	1	M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_6DRq9iQKTkHH91H	7		1	7	7	7	Maria is constantly thinking about what she needs to do next. She is continually trying to please her friends and family and make sure they are taken care of. Maria has a busy life.		24	1	3		4	8	A38J8J2CUI5BT8	1	M_G_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_cAPhklvkYLkfFQ1	7		1	7	7	7	Maria is thinking about how fortunate she is to have the love of her children. She thinks about friends and how she is appreciative to have them in her life.   She loves her life and feel blessed to be the person she is and have the life she does. 		53	2	5		4	8	A19R3D03IAUCLU	1	M_G_P_Hap	instruct|pos_affect|neg_affect|life_satis
R_1ZjNiwzVJBhzSSx	6		1	7	7	7	"Maria finds fulfillment in nurturing the growth of her children. She thinks about them primarily, but also thinks about her need for adult companionship in the form of old friends. "		49	1	5		4	8	A3D9L5CQXK1YJL	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_8eahIKMqX2H9Gzr	5		1	6	2	7	"Maria is focused on her children, she wishes to provide a good home and family life for them and she is doing her best to make that happen.  Her biggest fulfillment is her children and seeing them happy, she wants their future to be bright and she does what needs to be done to see tha they have what they need to move forward in life.  Maria is an excellent mother and she seems to put her own needs and wants on the backburner so her childrens needs can be dealt with ahead of anything else.  Maria is the kind of mother every child needs.  Maria takes care of business in the way that a good caring parent should, she protects her childrens interests without a thought for herself and her personal needs at the moment.  Marias children come first and she is to be commended for that, its a good thing when a parent actually takes the time to RAISE their children and see that they become productive and lawful members of society.  Maria, a parent who is an example of what its all about in this life.  Good and true to her family."		50	1	5		5	7	A2EDBZH2TRUB6T	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_cuOzWUosz7gY84d		4	1	4	2	3	Maria is an idiot.  She is losing her friends and is out of touch with reality.  She thinks she can be famous by just partying but she is actually a moron.  This has been much more than 2 sentences. 		224	1	5		4	7	A3OLM6LKQORVID	1	M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_4OUe79joQ5pMZQF	7		1	7	7	7	"It's all a state of mind, it doesn't matter whether Maria is almost constantly busy. The preoccupation might contribute to her thinking less about other things that would normally stress people out. but if she feels fulfilled then she will be happy no matter what."		23	1	5		4	8	AQHEUOC8K27FR	1	M_G_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_6gSRH2pWE3Tn4QB		6	1	7	7	7	Maria wants to be popular and thinks it is cool to hang out and be with celebrities. She feels this will give her the most happiness out of life. So she does whatever she can to be around celebrities that she wants to be like.		34	2	5		5	6	ALGL826MO4BKZ	1	M_B_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_6GcgGB7mTHclWnP	7		1	7	7	7	Maria is thinking about the happiness and well being of her children.  Keeping herself busy with something important to her forms her impressions of her life and drives her motivation and devotion to her kids.		26	1	5		2	7	A1T1DIWF7EL2BT	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_eLkyWWnUwmfrhmR		3	1	7	7	7	She is under the illusion of being happy because in her mind that's what happy people do. They are popular and well liked and party all night. She is living a fantasy and thinks it is satisfying.		27	1	5		4	9	A3H0XGON3XVK12	1	M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_7TGOtOp3J6mNtEF	7		1	7	1	7	"I think Maria feel blessed with the love and support from her three wondefull children.  Whether there is a father in their lives, she seem to enjoy being a great mother.  Not only does do the daily plannin for her three children, she makes time for her friends.  I think she simply loves being a mother to her three children."		40	1	5		5	6	AUPQXUW2QEWVI 	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_01GoV6Y5iX0LHX7	7		1	7	7	7	I believe she feels the love and joy that comes with parenting and being a mother. She gets joy from making her children safe and happy. This is a biological response that most Mothers experience in parenting.		21	1	5		4	6	A1UJBIY5017FNZ	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_6JqIhLonrVV2xcp	7		1	7	7	7	Maria believes that the most effective way to ensure her success in life is to guarantee that her children are satisfied with their lives. This requires her to spend most of her time ensuring that they are well-adjusted and view her as a role model for what a good life should look like.		31	1	5		7	5	A3EPSY1Q8POXAJ	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_7PamPVFEphSjJeB		7	1	7	7	7	Maria is thinking that she could live a fulfilling life simply by associating with famous people. This gives her some purpose in life beyond that of her otherwise average lifestyle. 		22	1	5		5	5	A34UPVY66RH2DE	1	M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_72nIuYdZIGj8gQt	7		1	7	1	7	she is content to being able to care for her children and is grateful that they will grow up loved and have what they need or want that is all a mother really hope's for  in life 		36	1	5		2	9	ARQQHT1JIRORV	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
R_87wDBupFKAaQ8Lz		4	1	6	7	6	Maria is probably thinking she is doing what is best for her. In her mind she is doing what she wants to do and that is making her feel good about herself and what she is doing. In her mind she's living with no regrets and doing what she wants to be doing.		31	1	5		4	7	A11PRWDEG0F81I	1	M_B_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_cXQonAWp1bXm8zH	4		1	4	4	4	Maria is probably thinking about what things she will do the next day. Most likely WHAT Bills she will pa the next day like her light bill or power bill. If i was thinking i most likely would be thinking about what i should be watching on the television		37	2	1		2	8	AIMX2BDCUKB73	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_exkjmjiTyssuRVP	6		1	5	6	5	Maria is an outstanding mother and most your kids deeply. Maria no matter what she stresses in life good or bad always can refer to her kids in her happiness. Maria works hard to support her three children and values hurt three children tremendously.priscilla miss you lucky for her to adore her family life and have a nice life because not everyone else has it like. Maria feel that everything she does is for a good cause.free I think that taking care of her three children will not only pay off but its a good complement to how much she loves them.Maria has worked a lot of hours but it is all for her three children who she is door she doesn't regret any time she does for them and working hard. Maria probably can't wait to see her kids go to college and become good people and have good success like her.		36	1	5		5	5	A3M6TIBELIT0GK	1	M_G_P_Hap	instruct|pos_affect|life_satis|neg_affect
R_88J00KWbgXi5yHr	5		1	6	5	6	Maria is content with her situation and enjoys spending time and taking care of her children. Maria thinks to her self often about her situation and comes to the realization; the reason she is so content with her lifestyle is she really enjoys planning her children s future with them. 		40	1	5		4	8	A39YBLQYIUBR76	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_eKYQFnYIe8QY2y1		3	1	7	5	4	"In Maria's mind I feel she is having a mix of emotions. On the outside she carries a happy persona but yet deep down she truly is trying to be like someone she is not, hence her true unhappiness."		23	1	5		4	7	A13T0QZCPPIEO9	1	M_B_P_Hap	instruct|neg_affect|life_satis|pos_affect
R_51GiFhvBAOjwZjD	7		1	7	7	7	"Maria is happy because she has grown up and made a family but has not completely abandoned her previous life pre-family, either. She is happy because she gets the best of both worlds."		23	1	5		2	9	A34JG5YYW98V22	1	M_G_P_Hap	instruct|neg_affect|pos_affect|life_satis
R_3Vi4SvqlTZzisa9	7		1	7	7	7	In her mind she is thinkiing about what she must do next. weather i be to prepare for a child birthday or go grocery shopping . her mind is alway occupied and never idle. in her mind things are constantl working them selves out and she is vry busy		28	1	5		5	9	A18T7E73TNGOKP	1	M_G_P_Hap	instruct|life_satis|pos_affect|neg_affect
